,patch,img,TF_name,blur_lapl,blur_ski,patch_size,mean_intensity,sum_intensity,median_intensity,standard_deviation,variance,skewness,kurtosis,interquartile_range ,entropy,Perimeter,area_Test,axis_major_length,feret_diameter_max,axis_minor_length,solidity,similarity,hull area,correlation coef,gabro_0,gabro_1,gabro_2,gabro_3,gabro_4,gabro_5,gabro_6,gabro_7,gabro_8,gabro_9,gabro_10,gabro_11,gabro_12,gabro_13,gabro_14,gabro_15,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,Circularity
1704,patch_448,3,C - 7,False,False,1368,862.8223684210526,1180341,862.0,59.4435320745806,3533.5335055016926,0.1775618103383265,0.4269878499148607,73.0,7.218735169682603,148.12489168102783,1368,54.84237007967737,54.81788029466298,33.236460063688114,0.9486823855755896,0.288,1442,-0.23664,0.5482954545454546,0.0099431818181818,0.0071022727272727,0.0539772727272727,0.0056818181818181,0.0582386363636363,0.0085227272727272,0.0056818181818181,0.0113636363636363,0.0511363636363636,0.049715909090909,0.0198863636363636,0.0056818181818181,0.0085227272727272,0.1278409090909091,0.0284090909090909,0.2348916761687571,0.201824401368301,0.0935005701254275,0.0775370581527936,0.0547320410490307,0.0752565564424173,0.0832383124287343,0.1790193842645382,0.7835015678589032
1705,patch_449,3,C - 7,False,False,677,944.0162481536188,639099,922.0,102.9600087374588,10600.76339921759,0.9926590310224012,0.9902913588708252,119.0,6.511896749023871,94.66904755831214,677,29.84072972911189,31.38470965295043,28.92957937365913,0.9727011494252874,0.192,696,-0.19359,0.4224137931034483,0.0193965517241379,0.0129310344827586,0.043103448275862,0.0086206896551724,0.0560344827586206,0.0452586206896551,0.0732758620689655,0.0129310344827586,0.0086206896551724,0.0301724137931034,0.1400862068965517,0.0237068965517241,0.0172413793103448,0.0237068965517241,0.0625,0.2361111111111111,0.2060185185185185,0.0902777777777777,0.0856481481481481,0.0763888888888889,0.0787037037037037,0.0671296296296296,0.1597222222222222,0.9492541775354216
1706,patch_450,3,C - 7,False,False,1626,855.9760147601476,1391817,822.0,138.60017550421975,19210.00864980052,2.0522410074636497,4.6035761787505525,106.0,7.381889006181113,187.7228714274745,1626,80.91373774927467,78.87331614684399,27.686655190970423,0.9073660714285714,0.184,1792,-0.20124,0.0430327868852459,0.0512295081967213,0.0071721311475409,0.6997950819672131,0.0081967213114754,0.0051229508196721,0.0563524590163934,0.0061475409836065,0.0040983606557377,0.0071721311475409,0.0809426229508196,0.0071721311475409,0.0051229508196721,0.0061475409836065,0.0061475409836065,0.0061475409836065,0.2419512195121951,0.1882926829268292,0.0975609756097561,0.0995121951219512,0.064390243902439,0.0663414634146341,0.0760975609756097,0.1658536585365853,0.5798237869503964
1707,patch_451,3,C - 7,False,False,1312,778.3483231707318,1021193,777.0,52.15195182833829,2719.826079505317,0.1231223223016196,0.0031683428867661,71.25,7.177064416050234,149.88225099390854,1312,61.2796060728499,59.80802621722272,27.625623154515697,0.9647058823529412,0.373,1360,-0.01209,0.5446428571428571,0.0142857142857142,0.0089285714285714,0.0642857142857142,0.0071428571428571,0.0107142857142857,0.0053571428571428,0.0089285714285714,0.0053571428571428,0.0517857142857142,0.0375,0.0303571428571428,0.1642857142857142,0.0053571428571428,0.0357142857142857,0.0053571428571428,0.2243211334120425,0.204250295159386,0.0991735537190082,0.0932703659976387,0.0472255017709563,0.076741440377804,0.0932703659976387,0.1617473435655254,0.7339108111583934
1708,patch_452,3,C - 7,False,False,2512,880.2997611464968,2211313,849.0,150.52970335551598,22659.19159229964,3.072247451202622,10.910200947676154,89.0,7.816085258928409,195.6812408671319,2512,64.00462991404721,66.21933252457322,51.95835977815004,0.966153846153846,0.235,2600,-0.40527,0.18359375,0.00390625,0.0078125,0.07421875,0.50390625,0.0078125,0.033203125,0.0166015625,0.0517578125,0.0068359375,0.0048828125,0.009765625,0.013671875,0.048828125,0.0283203125,0.0048828125,0.2405871091257179,0.1837906828334397,0.1040204211869814,0.0701978302488832,0.0714741544352265,0.0861518825781748,0.0823229100191448,0.1614550095724314,0.8243869565039961
1709,patch_453,3,C - 7,False,False,1366,1246.6581259150803,1702935,1299.0,309.43044706384904,95747.20157013347,-0.0580177121780669,-1.186113618002417,568.5,7.188091527632194,137.78174593052023,1366,42.51957534415781,44.553338819890925,41.0854795061509,0.9736279401282965,0.598,1403,0.35401,0.5213068181818182,0.0071022727272727,0.015625,0.0170454545454545,0.0042613636363636,0.0071022727272727,0.0326704545454545,0.0085227272727272,0.0553977272727272,0.0369318181818181,0.0056818181818181,0.0085227272727272,0.0355113636363636,0.1548295454545454,0.0042613636363636,0.0852272727272727,0.1928721174004193,0.1614255765199161,0.1037735849056603,0.1111111111111111,0.0974842767295597,0.1048218029350104,0.0922431865828092,0.1362683438155136,0.90422642771827
1710,patch_454,3,C - 7,False,False,859,853.1804423748545,732882,855.0,57.62502762184997,3320.6438084189726,-0.1280159960347096,0.1193217431487045,76.5,6.753475844701462,114.46803743153546,859,43.55521861420548,43.60045871318328,25.37763435295072,0.9695259593679458,0.398,886,-0.07485,0.0489864864864864,0.6368243243243243,0.0101351351351351,0.0084459459459459,0.0118243243243243,0.0506756756756756,0.0050675675675675,0.0067567567567567,0.0067567567567567,0.0304054054054054,0.0523648648648648,0.0067567567567567,0.0304054054054054,0.0456081081081081,0.0422297297297297,0.0067567567567567,0.2568807339449541,0.2091743119266055,0.0788990825688073,0.0678899082568807,0.0532110091743119,0.0935779816513761,0.0752293577981651,0.1651376146788991,0.8238242167996354
1711,patch_455,3,C - 7,False,False,1192,1106.4463087248323,1318884,1007.0,295.7861646036512,87489.45517093824,0.6142470351415993,-0.8853983821371259,490.25,7.048843270394773,142.5685424949238,1192,58.792625958054295,58.69412236331676,25.93734722762522,0.9651821862348178,0.538,1235,0.14559,0.6260775862068966,0.021551724137931,0.0765086206896551,0.0064655172413793,0.0053879310344827,0.0560344827586206,0.0043103448275862,0.0280172413793103,0.0086206896551724,0.0818965517241379,0.0064655172413793,0.0032327586206896,0.0280172413793103,0.0226293103448275,0.0183189655172413,0.0064655172413793,0.1918316831683168,0.1683168316831683,0.1225247524752475,0.0965346534653465,0.0952970297029703,0.1076732673267326,0.0853960396039604,0.1324257425742574,0.736951148341878
1712,patch_456,3,C - 7,False,False,726,819.6928374655647,595097,818.5,54.91100366368973,3015.218323353747,0.1169236091875604,-0.1299397706376424,74.0,6.585307270881467,98.42640687119284,726,31.05714274035714,33.12099032335839,29.843429628689226,0.9705882352941176,0.311,748,-0.06388,0.0625,0.0208333333333333,0.0145833333333333,0.0395833333333333,0.0333333333333333,0.0083333333333333,0.01875,0.075,0.0229166666666666,0.0333333333333333,0.0083333333333333,0.11875,0.0333333333333333,0.0104166666666666,0.0458333333333333,0.4541666666666666,0.226215644820296,0.1966173361522198,0.1035940803382663,0.1035940803382663,0.054968287526427,0.0676532769556025,0.0845665961945031,0.1627906976744186,0.9417230974769646
1713,patch_457,3,C - 7,False,False,1822,1293.5389681668496,2356828,1354.0,230.9763968501957,53350.0959018991,-0.5603330053673867,-0.7421475096419847,348.5,7.490993912998435,176.02438661763952,1822,62.52954688694133,62.26556030423239,39.63739299081446,0.905116741182315,0.635,2013,0.37989,0.0502717391304347,0.0176630434782608,0.1807065217391304,0.0040760869565217,0.0054347826086956,0.5230978260869565,0.0054347826086956,0.0543478260869565,0.0081521739130434,0.0040760869565217,0.03125,0.0421195652173913,0.0557065217391304,0.0067934782608695,0.0054347826086956,0.0054347826086956,0.1894736842105263,0.1700404858299595,0.1198380566801619,0.1149797570850202,0.0866396761133603,0.1020242914979757,0.0890688259109311,0.1279352226720647,0.7389457529537149
1714,patch_458,3,C - 7,False,False,1346,937.594353640416,1262002,859.0,209.72138263335503,43983.05833364611,1.5132471142553374,1.4668676919392318,182.5,7.181992580234857,157.3380951166243,1346,66.52340028455042,66.03029607687671,25.844910689877203,0.9683453237410072,0.394,1390,-0.02635,0.0421195652173913,0.7038043478260869,0.0067934782608695,0.0054347826086956,0.0054347826086956,0.0081521739130434,0.0054347826086956,0.0054347826086956,0.0380434782608695,0.0570652173913043,0.0067934782608695,0.0054347826086956,0.0081521739130434,0.0584239130434782,0.0054347826086956,0.0380434782608695,0.2017738359201774,0.1762749445676275,0.1263858093126385,0.0964523281596452,0.0764966740576496,0.0964523281596452,0.0864745011086474,0.1396895787139689,0.683261811639906
1715,patch_459,3,C - 7,False,False,953,780.3095487932844,743635,780.0,54.06297756929322,2922.8055436579025,0.1936348541674467,0.0365923371751906,70.0,6.857219747369475,131.53910524340094,953,52.33235018587206,51.66236541235796,24.9237499777489,0.9110898661567878,0.217,1046,-0.09687,0.0225,0.08125,0.0075,0.00625,0.03,0.00625,0.00875,0.0075,0.05125,0.015,0.005,0.03875,0.08,0.00625,0.60875,0.025,0.2338709677419354,0.2032258064516129,0.1193548387096774,0.0709677419354838,0.0483870967741935,0.064516129032258,0.0854838709677419,0.1741935483870967,0.6921384848647143
1716,patch_460,3,C - 7,False,False,584,772.3544520547945,451055,772.0,56.02286147258518,3138.5610075764685,0.2230829705556107,-0.0209321374078155,75.25,6.367277795034295,99.49747468305831,584,40.42586763412381,41.30375285612676,18.62966042654386,0.9573770491803278,0.229,610,-0.01482,0.1220238095238095,0.0059523809523809,0.0119047619047619,0.0119047619047619,0.0863095238095238,0.5922619047619048,0.0089285714285714,0.0148809523809523,0.0148809523809523,0.0089285714285714,0.0059523809523809,0.0089285714285714,0.0059523809523809,0.0595238095238095,0.0327380952380952,0.0089285714285714,0.2233502538071066,0.2081218274111675,0.0862944162436548,0.1015228426395939,0.0583756345177665,0.0862944162436548,0.0939086294416243,0.1421319796954314,0.7413078426778956
1717,patch_461,3,C - 7,False,False,1071,953.5256769374416,1021226,859.0,260.6287933468989,67927.36792146052,1.9591619441887052,2.861366622425705,135.5,6.943764172317454,144.3259018078045,1071,62.29156417455069,60.63827174318213,22.114438582511,0.9536954585930544,0.39,1123,-0.03641,0.0625,0.0075,0.01,0.0425,0.0075,0.0125,0.055,0.0325,0.01,0.0075,0.01,0.065,0.585,0.075,0.01,0.0075,0.2308762169680111,0.148817802503477,0.0876216968011126,0.1112656467315716,0.0959666203059805,0.0945757997218358,0.0931849791376912,0.1376912378303199,0.6461164157206805
1718,patch_462,3,C - 7,False,False,1379,841.859318346628,1160924,841.0,60.80178990867025,3696.857656098076,0.2117773005108458,0.4907345841206196,79.0,7.226511394476672,153.53910524340094,1379,58.97768890964482,59.77457653551382,31.355273046080672,0.9523480662983426,0.226,1448,-0.09808,0.0372807017543859,0.6578947368421053,0.006578947368421,0.0109649122807017,0.006578947368421,0.0712719298245614,0.0043859649122807,0.006578947368421,0.0625,0.0087719298245614,0.0043859649122807,0.0087719298245614,0.0614035087719298,0.0054824561403508,0.0296052631578947,0.0175438596491228,0.2305084745762712,0.2090395480225988,0.096045197740113,0.0915254237288135,0.03954802259887,0.0779661016949152,0.0824858757062146,0.1728813559322033,0.7350825604213378
1719,patch_463,3,C - 7,False,False,1037,858.4657666345227,890229,857.0,58.159144172130354,3382.486050834644,0.2351123413949568,0.3400851870638188,75.0,6.941798809892086,120.9116882454314,1037,42.70068577030935,43.17406628984581,31.007847891301303,0.9709737827715356,0.3,1068,0.30746,0.4475806451612903,0.0080645161290322,0.0483870967741935,0.0080645161290322,0.0423387096774193,0.0201612903225806,0.1915322580645161,0.0060483870967741,0.0080645161290322,0.0282258064516129,0.0483870967741935,0.0685483870967741,0.0403225806451612,0.0100806451612903,0.0100806451612903,0.0141129032258064,0.2393292682926829,0.2042682926829268,0.0945121951219512,0.0853658536585365,0.0564024390243902,0.073170731707317,0.0777439024390243,0.1692073170731707,0.8913577609749364
1720,patch_464,3,C - 7,False,False,548,773.7262773722628,424002,773.0,54.28683185100614,2947.060112419415,-0.0663101985682081,-0.1732888338615428,76.0,6.303804247808298,94.5685424949238,548,34.43773245303346,36.05551275463989,20.849925443392294,0.9367521367521368,0.146,585,0.0315,0.0588235294117647,0.6305147058823529,0.0165441176470588,0.0055147058823529,0.0753676470588235,0.0055147058823529,0.0073529411764705,0.0422794117647058,0.0073529411764705,0.0091911764705882,0.0220588235294117,0.0165441176470588,0.0055147058823529,0.0533088235294117,0.0055147058823529,0.0386029411764705,0.2464589235127478,0.206798866855524,0.0878186968838526,0.0679886685552408,0.0708215297450425,0.0906515580736544,0.0736543909348441,0.1558073654390935,0.7700111805352328
1721,patch_466,3,C - 7,False,False,1984,1389.3155241935483,2756402,1098.0,598.4160908458202,358101.81778319296,0.9129461155694318,-0.3757551922981696,954.25,7.506876438951294,182.75230867899737,1984,59.36482521506483,61.91122676865643,44.03040601940265,0.9163972286374134,0.506,2165,0.49858,0.0514705882352941,0.008578431372549,0.5343137254901961,0.0122549019607843,0.0061274509803921,0.0049019607843137,0.0392156862745098,0.0036764705882352,0.079656862745098,0.0098039215686274,0.0355392156862745,0.0073529411764705,0.0367647058823529,0.0061274509803921,0.1605392156862745,0.0036764705882352,0.1572413793103448,0.1337931034482758,0.1186206896551724,0.1441379310344827,0.1220689655172413,0.1220689655172413,0.0786206896551724,0.1234482758620689,0.7464930827659702
1722,patch_467,3,C - 7,False,False,1115,836.4008968609866,932587,839.0,56.00512307686533,3136.573810854833,-0.05856776874451,-0.1001777375537686,78.0,7.01436003159476,127.63961030678928,1115,46.11968454628614,47.07440918375928,31.073007372604238,0.972101133391456,0.358,1147,-0.04056,0.5054347826086957,0.0040760869565217,0.0502717391304347,0.0163043478260869,0.0108695652173913,0.0421195652173913,0.0067934782608695,0.0448369565217391,0.0081521739130434,0.1331521739130435,0.0108695652173913,0.0054347826086956,0.0353260869565217,0.046195652173913,0.0380434782608695,0.0421195652173913,0.2432432432432432,0.1863442389758179,0.1137980085348506,0.0924608819345661,0.054054054054054,0.0739687055476529,0.0739687055476529,0.1621621621621621,0.8600303791053755
1723,patch_468,3,C - 7,False,False,1946,834.1736896197328,1623302,834.0,55.28155204365986,3056.0499963558736,0.0493447599299937,0.1242940225041522,75.0,7.571332698972766,174.95331880577402,1946,65.59217797167162,65.80273550544841,38.47694269911898,0.9647992067426872,0.257,2017,-0.02207,0.5099206349206349,0.0257936507936507,0.0793650793650793,0.0049603174603174,0.0218253968253968,0.0049603174603174,0.0119047619047619,0.0684523809523809,0.0039682539682539,0.0307539682539682,0.0069444444444444,0.0396825396825396,0.0248015873015873,0.1448412698412698,0.0178571428571428,0.0039682539682539,0.2418410041841004,0.1949790794979079,0.0920502092050209,0.0794979079497908,0.0560669456066945,0.0828451882845188,0.0887029288702929,0.1640167364016736,0.7989292641574741
1724,patch_469,3,C - 7,False,False,1285,851.1922178988327,1093782,851.0,60.39841471222722,3647.968499750186,0.1278904860106506,-0.013699775699699,85.0,7.155997901929883,145.1543289325507,1285,56.74599073101447,55.90169943749474,29.13430009733576,0.9632683658170914,0.289,1334,-0.1127,0.0818181818181818,0.009090909090909,0.4454545454545454,0.0102272727272727,0.0227272727272727,0.0375,0.0181818181818181,0.0329545454545454,0.0056818181818181,0.0431818181818181,0.1806818181818182,0.034090909090909,0.0318181818181818,0.0113636363636363,0.0318181818181818,0.0034090909090909,0.2572509457755359,0.1878940731399747,0.0920554854981084,0.0933165195460277,0.0718789407313997,0.0718789407313997,0.0706179066834804,0.1551071878940731,0.7663956076686527
1725,patch_470,3,C - 7,False,False,1355,1185.3453874538743,1606143,1217.0,196.74777597109735,38709.68734957313,-0.1759498251364442,-1.0322163084818918,345.0,7.197515531946104,140.46803743153546,1355,49.10323634606184,51.24451190127583,35.45723139868535,0.971326164874552,0.558,1395,0.52069,0.046875,0.0069444444444444,0.4600694444444444,0.0104166666666666,0.03125,0.0190972222222222,0.0052083333333333,0.0086805555555555,0.0486111111111111,0.0069444444444444,0.0052083333333333,0.0260416666666666,0.0659722222222222,0.203125,0.03125,0.0243055555555555,0.225,0.1625,0.0863636363636363,0.1102272727272727,0.0761363636363636,0.0954545454545454,0.084090909090909,0.1602272727272727,0.8629668835070428
1726,patch_471,3,C - 7,False,False,1319,1111.89613343442,1466591,860.0,521.1773476713684,271625.8277257624,1.4871307365377695,0.5477319434966033,186.0,7.091144229063138,161.0538238691624,1319,68.11108259578815,65.11528238439882,25.235013377280502,0.9308398023994354,0.352,1417,-0.2445,0.6770833333333334,0.00625,0.0229166666666666,0.01875,0.0041666666666666,0.0854166666666666,0.0104166666666666,0.00625,0.00625,0.0416666666666666,0.0375,0.0291666666666666,0.0375,0.0041666666666666,0.00625,0.00625,0.2105868814729574,0.1588032220943613,0.1104718066743383,0.1116225546605293,0.1127733026467203,0.0886075949367088,0.0771001150747986,0.1300345224395857,0.6390172446494367
1727,patch_472,3,C - 7,False,False,1860,853.847311827957,1588156,847.0,69.86905816219836,4881.685288472656,0.4224418482720404,0.353334923023834,91.25,7.52501037905793,166.2670273047588,1860,58.6321181817047,59.54829972383762,40.89744686273083,0.9758656873032528,0.145,1906,-0.42831,0.0573979591836734,0.1823979591836734,0.0076530612244897,0.0063775510204081,0.0063775510204081,0.0612244897959183,0.0051020408163265,0.0076530612244897,0.0076530612244897,0.0561224489795918,0.0127551020408163,0.0357142857142857,0.0267857142857142,0.0051020408163265,0.5178571428571429,0.0038265306122448,0.2482876712328767,0.1823630136986301,0.0950342465753424,0.0676369863013698,0.059931506849315,0.0830479452054794,0.0941780821917808,0.1695205479452055,0.8454940273928033
1728,patch_473,3,C - 7,False,False,1078,897.2931354359926,967282,869.5,118.48282313372944,14038.179377738612,1.7359910171940085,3.56205857730226,106.0,6.974676428872875,122.08326112068524,1078,42.601877139047424,44.654227123532216,32.366697876193946,0.9808917197452228,0.206,1099,-0.37346,0.1691176470588235,0.0036764705882352,0.0386029411764705,0.0073529411764705,0.0091911764705882,0.0551470588235294,0.0404411764705882,0.0202205882352941,0.4963235294117647,0.0073529411764705,0.0808823529411764,0.0073529411764705,0.0073529411764705,0.0238970588235294,0.025735294117647,0.0073529411764705,0.2308802308802308,0.1875901875901875,0.088023088023088,0.0923520923520923,0.0764790764790764,0.0678210678210678,0.0952380952380952,0.1616161616161616,0.908900581673918
1729,patch_474,3,C - 7,False,False,1021,845.2115572967679,862961,844.0,59.16288629052144,3500.2471142251693,0.1208531101325365,0.2369270834106358,80.0,6.926088438434091,119.15432893255073,1021,40.68504602358264,41.77319714841085,32.19601805030034,0.9751671442215856,0.158,1047,-0.05479,0.4453125,0.0078125,0.078125,0.009765625,0.01171875,0.03515625,0.02734375,0.041015625,0.01953125,0.0078125,0.015625,0.138671875,0.04296875,0.009765625,0.046875,0.0625,0.2409090909090909,0.1833333333333333,0.0969696969696969,0.0969696969696969,0.0666666666666666,0.0742424242424242,0.0727272727272727,0.1681818181818181,0.9036826743054012
1730,patch_475,3,C - 7,False,False,917,833.8680479825518,764657,834.0,56.505324768203785,3192.8517271601845,0.1212710929910565,0.1499252808706086,70.0,6.818812361824944,120.9116882454314,917,47.35554590321602,47.67598976424087,24.730821316323187,0.9632352941176472,0.383,952,-0.12998,0.0106382978723404,0.175531914893617,0.0186170212765957,0.0691489361702127,0.0053191489361702,0.0545212765957446,0.0079787234042553,0.449468085106383,0.0093085106382978,0.0478723404255319,0.0212765957446808,0.0239361702127659,0.0545212765957446,0.0053191489361702,0.0412234042553191,0.0053191489361702,0.2362068965517241,0.1862068965517241,0.1086206896551724,0.0793103448275862,0.0706896551724138,0.0827586206896551,0.0862068965517241,0.15,0.7882112505438926
1731,patch_476,3,C - 7,False,False,1782,832.4219977553311,1483376,832.0,55.64738197828387,3096.631121037032,0.1081685492956205,-0.0429237917205824,73.0,7.483257642401555,161.1959594928933,1782,50.556080653560414,52.20153254455275,45.97657147096246,0.9700598802395208,0.333,1837,0.00544,0.5093085106382979,0.0079787234042553,0.0279255319148936,0.0066489361702127,0.0319148936170212,0.0159574468085106,0.0438829787234042,0.0345744680851063,0.0359042553191489,0.0079787234042553,0.0079787234042553,0.0066489361702127,0.1436170212765957,0.0465425531914893,0.0093085106382978,0.0638297872340425,0.2258635961027457,0.2134632418069087,0.095659875996457,0.0690876882196634,0.0673162090345438,0.0761736049601417,0.0823737821080602,0.1700620017714791,0.861805497995416
1732,patch_477,3,C - 7,False,False,1421,1141.5341308937368,1622120,882.0,480.27231572482935,230661.49725169016,1.0172793990511562,-0.4986844407702668,727.0,7.1785360519988295,166.71067811865476,1421,66.22521936247854,66.12866246946176,28.75594680180194,0.9215304798962386,0.434,1542,0.03901,0.6746031746031746,0.0059523809523809,0.0496031746031746,0.0069444444444444,0.0069444444444444,0.0049603174603174,0.0813492063492063,0.0267857142857142,0.0138888888888888,0.0039682539682539,0.0059523809523809,0.0049603174603174,0.0535714285714285,0.0089285714285714,0.0248015873015873,0.0267857142857142,0.2153361344537815,0.1764705882352941,0.111344537815126,0.0756302521008403,0.0829831932773109,0.0840336134453781,0.1008403361344537,0.1533613445378151,0.642505878945036
1733,patch_478,3,C - 7,False,False,1696,1092.8649764150944,1853499,1065.5,210.57425425812949,44341.516556367365,0.1721564551055578,-1.1931696131946117,379.0,7.417466366980587,159.78174593052023,1696,54.48602025704316,57.14017850864661,40.770978456528745,0.9663817663817664,0.469,1755,0.27129,0.00875,0.16375,0.00875,0.055,0.00875,0.0025,0.0075,0.00625,0.055,0.52625,0.09,0.005,0.02125,0.005,0.01375,0.0225,0.203330411919369,0.1779141104294478,0.1051709027169149,0.0981595092024539,0.0639789658194566,0.0806310254163014,0.0920245398773006,0.1787905346187554,0.8347979755547179
1734,patch_479,3,C - 7,False,False,606,909.062706270627,550892,856.0,155.34422342363408,24131.827751091943,1.0993557622593484,0.3913210367481441,177.0,6.392991516637846,105.08326112068524,606,37.34042562168779,37.589892258425,22.149861359627888,0.9017857142857144,0.377,672,-0.17248,0.0110294117647058,0.6286764705882353,0.0073529411764705,0.0128676470588235,0.0422794117647058,0.0073529411764705,0.0073529411764705,0.0165441176470588,0.0422794117647058,0.03125,0.0220588235294117,0.0073529411764705,0.0110294117647058,0.0790441176470588,0.0643382352941176,0.0091911764705882,0.1867321867321867,0.2039312039312039,0.1105651105651105,0.1179361179361179,0.0909090909090909,0.0712530712530712,0.085995085995086,0.1326781326781326,0.6896288222316442
1735,patch_480,3,C - 7,False,False,1212,902.5387788778878,1093877,899.0,81.21443713915029,6595.7847998289935,0.2045793820760482,-0.292462311386894,116.0,7.095988944671832,145.63961030678928,1212,53.79712441379687,53.60037313302959,31.264952102397565,0.9280245022970904,0.241,1306,0.16733,0.53125,0.0073529411764705,0.0055147058823529,0.0698529411764705,0.0055147058823529,0.0661764705882353,0.0055147058823529,0.0128676470588235,0.0091911764705882,0.0238970588235294,0.0055147058823529,0.15625,0.0055147058823529,0.0349264705882352,0.0055147058823529,0.0551470588235294,0.247074122236671,0.1898569570871261,0.1131339401820546,0.0650195058517555,0.0455136540962288,0.0858257477243173,0.0897269180754226,0.1638491547464239,0.7180479843828347
1736,patch_481,3,C - 7,False,False,587,1046.0494037478704,614031,1055.0,163.33745321880602,26679.12362400564,0.0842216415022077,-1.0633482070399696,279.0,6.362791815013315,92.66904755831212,587,31.26483325117857,33.12099032335839,24.52750616215869,0.9575856443719412,0.446,613,-0.15109,0.6228448275862069,0.0064655172413793,0.0193965517241379,0.043103448275862,0.0107758620689655,0.0237068965517241,0.0538793103448275,0.0064655172413793,0.0711206896551724,0.0064655172413793,0.0258620689655172,0.0064655172413793,0.0280172413793103,0.0064655172413793,0.0452586206896551,0.0237068965517241,0.2,0.1625,0.135,0.1125,0.0625,0.1025,0.085,0.14,0.8589711280003173
1737,patch_482,3,C - 7,False,False,1137,1081.6517150395778,1229838,916.0,334.84574754930355,112121.67465185194,0.9006539107231732,-0.4915649028003419,545.0,6.991193079908252,131.53910524340094,1137,45.49467123832912,45.803929962395145,32.36845563387653,0.9676595744680851,0.396,1175,-0.12368,0.046875,0.0078125,0.1515625,0.00625,0.00625,0.0078125,0.0078125,0.0640625,0.00625,0.00625,0.0453125,0.53125,0.0703125,0.0078125,0.00625,0.028125,0.1687041564792176,0.1564792176039119,0.1295843520782396,0.1112469437652811,0.1051344743276283,0.0831295843520782,0.0941320293398533,0.1515892420537897,0.8257727778501366
1738,patch_483,3,C - 7,False,False,542,744.8376383763838,403702,744.0,53.84934759576159,2899.7522364891547,0.0955766941096415,-0.239220336529959,76.75,6.292652381199877,88.66904755831214,542,33.02046489667766,34.0,20.931021494988933,0.9626998223801064,0.255,563,-0.01337,0.48125,0.0083333333333333,0.0229166666666666,0.0083333333333333,0.00625,0.05,0.0083333333333333,0.0395833333333333,0.0083333333333333,0.03125,0.06875,0.0145833333333333,0.0083333333333333,0.0270833333333333,0.05625,0.1604166666666666,0.1989247311827957,0.1962365591397849,0.1236559139784946,0.0887096774193548,0.0510752688172043,0.086021505376344,0.0833333333333333,0.1720430107526881,0.8662935154794217
1739,patch_15,4,C - 7,False,False,970,2794.6268041237117,2710788,2813.5,584.0501328071541,341114.5576320544,-0.7216212838611105,0.9229322225194534,743.25,6.8534633277748185,118.46803743153546,970,37.78866706701109,40.60788100849391,33.43199666959179,0.9603960396039604,0.801,1010,0.45945,0.5017857142857143,0.0053571428571428,0.0303571428571428,0.0089285714285714,0.0125,0.0107142857142857,0.0303571428571428,0.0535714285714285,0.0625,0.0303571428571428,0.0660714285714285,0.0089285714285714,0.0089285714285714,0.0178571428571428,0.0071428571428571,0.1446428571428571,0.0986267166042447,0.1048689138576779,0.1198501872659176,0.1610486891385767,0.1735330836454432,0.1560549313358302,0.0886392009987515,0.097378277153558,0.8685187737119403
1740,patch_16,4,C - 7,False,False,1021,843.9853085210577,861709,843.0,60.073321015027545,3608.8038977745514,0.08025416562435,-0.1610164116899741,83.0,6.926003387323207,130.8111831820431,1021,47.456799254420304,48.76474136094644,28.86933388809464,0.940147329650092,0.525,1086,0.12509,0.5201612903225806,0.0100806451612903,0.0403225806451612,0.0080645161290322,0.0080645161290322,0.0625,0.0161290322580645,0.0403225806451612,0.0060483870967741,0.0241935483870967,0.032258064516129,0.1532258064516129,0.0302419354838709,0.0080645161290322,0.034274193548387,0.0060483870967741,0.2447129909365558,0.1797583081570997,0.0951661631419939,0.093655589123867,0.0725075528700906,0.080060422960725,0.0845921450151057,0.1495468277945619,0.7498007291136034
1741,patch_17,4,C - 7,False,False,1317,844.3196659073652,1111969,842.0,58.24710029674215,3392.7246929787398,0.0566741383688055,0.0777759827463375,81.0,7.180729337059668,137.9827560572969,1317,47.74099781902346,48.27007354458868,35.46324261163051,0.9712389380530974,0.241,1356,0.00202,0.0438829787234042,0.0119680851063829,0.4614361702127659,0.0079787234042553,0.0119680851063829,0.0279255319148936,0.0824468085106382,0.0412234042553191,0.0066489361702127,0.014627659574468,0.0226063829787234,0.0093085106382978,0.0345744680851063,0.1316489361702127,0.038563829787234,0.0531914893617021,0.231042654028436,0.1872037914691943,0.1054502369668246,0.0781990521327014,0.0627962085308056,0.0675355450236966,0.1066350710900474,0.1611374407582938,0.869252620202258
1742,patch_18,4,C - 7,False,False,2087,1058.1049353138476,2208265,905.0,579.5328414645442,335858.31433596846,4.485128405547305,21.45419350831692,211.5,7.547200063061545,207.4802307403552,2087,89.02135571433419,87.32124598286491,30.158071313708064,0.9608655616942908,0.463,2172,0.03616,0.69296875,0.009375,0.1375,0.0046875,0.00703125,0.00546875,0.00859375,0.02265625,0.01015625,0.0046875,0.00390625,0.0296875,0.00625,0.00625,0.04609375,0.0046875,0.2101865136298421,0.1771879483500717,0.0839311334289813,0.103299856527977,0.0925394548063127,0.0853658536585365,0.0896700143472023,0.157819225251076,0.6092266158133816
